Epoch,Loss,BLEU
1,2.988126516342163,8.743843782674274e-156
2,2.3607163429260254,0.002689054715066593
3,2.1795530319213867,9.127235506937911e-80
4,2.089494466781616,0.00403527863746399
5,2.032665252685547,2.1298385347214385e-79
6,1.9887943267822266,2.4258525058747677e-79
7,1.9530630111694336,1.3483735968604941e-79
8,1.925374984741211,1.3483735968604941e-79
9,1.900848627090454,2.4258525058747677e-79
10,1.8793271780014038,1.3483735968604941e-79
